speech,label
./kaggle/input\Dataset\neutral\143_neutral.wav,neutral
./kaggle/input\Dataset\neutral\144_neutral.wav,neutral
./kaggle/input\Dataset\neutral\145_neutral.wav,neutral
./kaggle/input\Dataset\neutral\146_neutral.wav,neutral
./kaggle/input\Dataset\neutral\147_neutral.wav,neutral
./kaggle/input\Dataset\neutral\148_neutral.wav,neutral
./kaggle/input\Dataset\neutral\149_neutral.wav,neutral
./kaggle/input\Dataset\neutral\14_neutral.wav,neutral
./kaggle/input\Dataset\neutral\150_neutral.wav,neutral
./kaggle/input\Dataset\neutral\151_neutral.wav,neutral
./kaggle/input\Dataset\neutral\152_neutral.wav,neutral
./kaggle/input\Dataset\neutral\153_neutral.wav,neutral
./kaggle/input\Dataset\neutral\154_neutral.wav,neutral
./kaggle/input\Dataset\neutral\155_neutral.wav,neutral
./kaggle/input\Dataset\neutral\156_neutral.wav,neutral
./kaggle/input\Dataset\neutral\157_neutral.wav,neutral
./kaggle/input\Dataset\neutral\158_neutral.wav,neutral
./kaggle/input\Dataset\neutral\159_neutral.wav,neutral
./kaggle/input\Dataset\neutral\15_neutral.wav,neutral
./kaggle/input\Dataset\neutral\160_neutral.wav,neutral
./kaggle/input\Dataset\neutral\161_neutral.wav,neutral
./kaggle/input\Dataset\neutral\162_neutral.wav,neutral
./kaggle/input\Dataset\neutral\163_neutral.wav,neutral
./kaggle/input\Dataset\neutral\164_neutral.wav,neutral
./kaggle/input\Dataset\neutral\165_neutral.wav,neutral
./kaggle/input\Dataset\neutral\166_neutral.wav,neutral
./kaggle/input\Dataset\neutral\167_neutral.wav,neutral
./kaggle/input\Dataset\neutral\168_neutral.wav,neutral
./kaggle/input\Dataset\neutral\169_neutral.wav,neutral
./kaggle/input\Dataset\neutral\16_neutral.wav,neutral
./kaggle/input\Dataset\neutral\170_neutral.wav,neutral
./kaggle/input\Dataset\neutral\171_neutral.wav,neutral
./kaggle/input\Dataset\neutral\172_neutral.wav,neutral
./kaggle/input\Dataset\neutral\173_neutral.wav,neutral
./kaggle/input\Dataset\neutral\174_neutral.wav,neutral
./kaggle/input\Dataset\neutral\175_neutral.wav,neutral
./kaggle/input\Dataset\neutral\176_neutral.wav,neutral
./kaggle/input\Dataset\neutral\177_neutral.wav,neutral
./kaggle/input\Dataset\neutral\178_neutral.wav,neutral
./kaggle/input\Dataset\neutral\179_neutral.wav,neutral
./kaggle/input\Dataset\neutral\17_neutral.wav,neutral
./kaggle/input\Dataset\neutral\180_neutral.wav,neutral
./kaggle/input\Dataset\neutral\181_neutral.wav,neutral
./kaggle/input\Dataset\neutral\182_neutral.wav,neutral
./kaggle/input\Dataset\neutral\183_neutral.wav,neutral
./kaggle/input\Dataset\neutral\184_neutral.wav,neutral
./kaggle/input\Dataset\neutral\185_neutral.wav,neutral
./kaggle/input\Dataset\neutral\186_neutral.wav,neutral
./kaggle/input\Dataset\neutral\187_neutral.wav,neutral
./kaggle/input\Dataset\neutral\188_neutral.wav,neutral
./kaggle/input\Dataset\neutral\189_neutral.wav,neutral
./kaggle/input\Dataset\neutral\18_neutral.wav,neutral
./kaggle/input\Dataset\neutral\190_neutral.wav,neutral
./kaggle/input\Dataset\neutral\191_neutral.wav,neutral
./kaggle/input\Dataset\neutral\192_neutral.wav,neutral
./kaggle/input\Dataset\neutral\193_neutral.wav,neutral
./kaggle/input\Dataset\neutral\194_neutral.wav,neutral
./kaggle/input\Dataset\neutral\195_neutral.wav,neutral
./kaggle/input\Dataset\neutral\196_neutral.wav,neutral
./kaggle/input\Dataset\neutral\197_neutral.wav,neutral
./kaggle/input\Dataset\neutral\198_neutral.wav,neutral
./kaggle/input\Dataset\neutral\199_neutral.wav,neutral
./kaggle/input\Dataset\neutral\19_neutral.wav,neutral
./kaggle/input\Dataset\neutral\200_neutral.wav,neutral
./kaggle/input\Dataset\neutral\201_neutral.wav,neutral
./kaggle/input\Dataset\neutral\202_neutral.wav,neutral
./kaggle/input\Dataset\neutral\203_neutral.wav,neutral
./kaggle/input\Dataset\neutral\204_neutral.wav,neutral
./kaggle/input\Dataset\neutral\205_neutral.wav,neutral
./kaggle/input\Dataset\neutral\206_neutral.wav,neutral
./kaggle/input\Dataset\neutral\207_neutral.wav,neutral
./kaggle/input\Dataset\neutral\208_neutral.wav,neutral
./kaggle/input\Dataset\neutral\209_neutral.wav,neutral
./kaggle/input\Dataset\neutral\20_neutral.wav,neutral
./kaggle/input\Dataset\neutral\210_neutral.wav,neutral
./kaggle/input\Dataset\neutral\211_neutral.wav,neutral
./kaggle/input\Dataset\neutral\212_neutral.wav,neutral
./kaggle/input\Dataset\neutral\213_neutral.wav,neutral
./kaggle/input\Dataset\neutral\214_neutral.wav,neutral
./kaggle/input\Dataset\neutral\215_neutral.wav,neutral
./kaggle/input\Dataset\neutral\216_neutral.wav,neutral
./kaggle/input\Dataset\neutral\217_neutral.wav,neutral
./kaggle/input\Dataset\neutral\218_neutral.wav,neutral
./kaggle/input\Dataset\neutral\219_neutral.wav,neutral
./kaggle/input\Dataset\neutral\21_neutral.wav,neutral
./kaggle/input\Dataset\neutral\220_neutral.wav,neutral
./kaggle/input\Dataset\neutral\221_neutral.wav,neutral
./kaggle/input\Dataset\neutral\222_neutral.wav,neutral
./kaggle/input\Dataset\neutral\223_neutral.wav,neutral
./kaggle/input\Dataset\neutral\224_neutral.wav,neutral
./kaggle/input\Dataset\neutral\225_neutral.wav,neutral
./kaggle/input\Dataset\neutral\226_neutral.wav,neutral
./kaggle/input\Dataset\neutral\227_neutral.wav,neutral
./kaggle/input\Dataset\neutral\228_neutral.wav,neutral
./kaggle/input\Dataset\neutral\229_neutral.wav,neutral
./kaggle/input\Dataset\neutral\22_neutral.wav,neutral
./kaggle/input\Dataset\neutral\230_neutral.wav,neutral
./kaggle/input\Dataset\neutral\231_neutral.wav,neutral
./kaggle/input\Dataset\neutral\232_neutral.wav,neutral
./kaggle/input\Dataset\neutral\233_neutral.wav,neutral
./kaggle/input\Dataset\neutral\234_neutral.wav,neutral
./kaggle/input\Dataset\neutral\235_neutral.wav,neutral
./kaggle/input\Dataset\neutral\236_neutral.wav,neutral
./kaggle/input\Dataset\neutral\237_neutral.wav,neutral
./kaggle/input\Dataset\neutral\238_neutral.wav,neutral
./kaggle/input\Dataset\neutral\239_neutral.wav,neutral
./kaggle/input\Dataset\neutral\23_neutral.wav,neutral
./kaggle/input\Dataset\neutral\240_neutral.wav,neutral
./kaggle/input\Dataset\neutral\241_neutral.wav,neutral
./kaggle/input\Dataset\neutral\242_neutral.wav,neutral
./kaggle/input\Dataset\neutral\243_neutral.wav,neutral
./kaggle/input\Dataset\neutral\244_neutral.wav,neutral
./kaggle/input\Dataset\neutral\245_neutral.wav,neutral
./kaggle/input\Dataset\neutral\246_neutral.wav,neutral
./kaggle/input\Dataset\neutral\247_neutral.wav,neutral
./kaggle/input\Dataset\neutral\248_neutral.wav,neutral
./kaggle/input\Dataset\neutral\249_neutral.wav,neutral
./kaggle/input\Dataset\neutral\24_neutral.wav,neutral
./kaggle/input\Dataset\neutral\250_neutral.wav,neutral
./kaggle/input\Dataset\neutral\251_neutral.wav,neutral
./kaggle/input\Dataset\neutral\252_neutral.wav,neutral
./kaggle/input\Dataset\neutral\25_neutral.wav,neutral
./kaggle/input\Dataset\neutral\26_neutral.wav,neutral
./kaggle/input\Dataset\neutral\27_neutral.wav,neutral
./kaggle/input\Dataset\neutral\28_neutral.wav,neutral
./kaggle/input\Dataset\neutral\29_neutral.wav,neutral
./kaggle/input\Dataset\neutral\30_neutral.wav,neutral
./kaggle/input\Dataset\neutral\31_neutral.wav,neutral
./kaggle/input\Dataset\neutral\32_neutral.wav,neutral
./kaggle/input\Dataset\neutral\33_neutral.wav,neutral
./kaggle/input\Dataset\neutral\34_neutral.wav,neutral
./kaggle/input\Dataset\neutral\35_neutral.wav,neutral
./kaggle/input\Dataset\neutral\36_neutral.wav,neutral
./kaggle/input\Dataset\neutral\37_neutral.wav,neutral
./kaggle/input\Dataset\neutral\38_neutral.wav,neutral
./kaggle/input\Dataset\neutral\39_neutral.wav,neutral
./kaggle/input\Dataset\neutral\40_neutral.wav,neutral
./kaggle/input\Dataset\neutral\41_neutral.wav,neutral
./kaggle/input\Dataset\neutral\42_neutral.wav,neutral
./kaggle/input\Dataset\neutral\43_neutral.wav,neutral
./kaggle/input\Dataset\neutral\44_neutral.wav,neutral
./kaggle/input\Dataset\neutral\45_neutral.wav,neutral
./kaggle/input\Dataset\neutral\46_neutral.wav,neutral
./kaggle/input\Dataset\neutral\47_neutral.wav,neutral
./kaggle/input\Dataset\neutral\48_neutral.wav,neutral
./kaggle/input\Dataset\neutral\49_neutral.wav,neutral
./kaggle/input\Dataset\neutral\50_neutral.wav,neutral
./kaggle/input\Dataset\neutral\51_neutral.wav,neutral
./kaggle/input\Dataset\neutral\52_neutral.wav,neutral
./kaggle/input\Dataset\neutral\53_neutral.wav,neutral
./kaggle/input\Dataset\neutral\54_neutral.wav,neutral
./kaggle/input\Dataset\neutral\55_neutral.wav,neutral
./kaggle/input\Dataset\neutral\56_neutral.wav,neutral
./kaggle/input\Dataset\neutral\57_neutral.wav,neutral
./kaggle/input\Dataset\neutral\58_neutral.wav,neutral
./kaggle/input\Dataset\neutral\59_neutral.wav,neutral
./kaggle/input\Dataset\neutral\60_neutral.wav,neutral
./kaggle/input\Dataset\neutral\61_neutral.wav,neutral
./kaggle/input\Dataset\neutral\62_neutral.wav,neutral
./kaggle/input\Dataset\neutral\63_neutral.wav,neutral
./kaggle/input\Dataset\neutral\64_neutral.wav,neutral
./kaggle/input\Dataset\neutral\65_neutral.wav,neutral
./kaggle/input\Dataset\neutral\66_neutral.wav,neutral
./kaggle/input\Dataset\neutral\67_neutral.wav,neutral
./kaggle/input\Dataset\neutral\68_neutral.wav,neutral
./kaggle/input\Dataset\neutral\69_neutral.wav,neutral
./kaggle/input\Dataset\neutral\70_neutral.wav,neutral
./kaggle/input\Dataset\neutral\71_neutral.wav,neutral
./kaggle/input\Dataset\neutral\72_neutral.wav,neutral
./kaggle/input\Dataset\neutral\73_neutral.wav,neutral
./kaggle/input\Dataset\neutral\74_neutral.wav,neutral
./kaggle/input\Dataset\neutral\75_neutral.wav,neutral
./kaggle/input\Dataset\neutral\76_neutral.wav,neutral
./kaggle/input\Dataset\neutral\77_neutral.wav,neutral
./kaggle/input\Dataset\neutral\78_neutral.wav,neutral
./kaggle/input\Dataset\neutral\79_neutral.wav,neutral
./kaggle/input\Dataset\neutral\80_neutral.wav,neutral
./kaggle/input\Dataset\neutral\81_neutral.wav,neutral
./kaggle/input\Dataset\neutral\82_neutral.wav,neutral
./kaggle/input\Dataset\neutral\83_neutral.wav,neutral
./kaggle/input\Dataset\neutral\84_neutral.wav,neutral
./kaggle/input\Dataset\neutral\85_neutral.wav,neutral
./kaggle/input\Dataset\neutral\86_neutral.wav,neutral
./kaggle/input\Dataset\neutral\87_neutral.wav,neutral
./kaggle/input\Dataset\neutral\88_neutral.wav,neutral
./kaggle/input\Dataset\neutral\89_neutral.wav,neutral
./kaggle/input\Dataset\neutral\90_neutral.wav,neutral
./kaggle/input\Dataset\neutral\91_neutral.wav,neutral
./kaggle/input\Dataset\neutral\92_neutral.wav,neutral
./kaggle/input\Dataset\neutral\93_neutral.wav,neutral
./kaggle/input\Dataset\neutral\94_neutral.wav,neutral
./kaggle/input\Dataset\neutral\95_neutral.wav,neutral
./kaggle/input\Dataset\neutral\96_neutral.wav,neutral
./kaggle/input\Dataset\neutral\97_neutral.wav,neutral
./kaggle/input\Dataset\neutral\98_neutral.wav,neutral
./kaggle/input\Dataset\neutral\99_neutral.wav,neutral
./kaggle/input\Dataset\Pleasent_surprised\01_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\02_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\03_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\04_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\05_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\06_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\07_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\08_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\09_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\100_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\101_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\102_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\103_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\104_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\105_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\106_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\107_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\108_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\109_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\10_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\110_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\111_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\112_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\113_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\114_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\115_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\116_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\117_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\118_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\119_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\11_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\120_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\121_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\122_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\123_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\124_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\125_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\126_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\127_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\128_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\129_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\12_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\130_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\131_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\132_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\133_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\134_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\135_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\136_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\137_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\138_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\139_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\13_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\140_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\141_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\142_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\143_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\144_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\145_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\146_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\147_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\148_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\149_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\14_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\150_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\151_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\152_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\153_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\154_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\155_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\156_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\157_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\158_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\159_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\15_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\160_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\161_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\162_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\163_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\164_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\165_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\166_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\167_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\168_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\169_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\16_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\170_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\171_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\172_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\173_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\174_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\175_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\176_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\177_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\178_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\179_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\17_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\180_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\181_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\182_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\183_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\184_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\185_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\186_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\187_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\188_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\189_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\18_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\190_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\191_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\192_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\193_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\194_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\195_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\196_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\197_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\198_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\199_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\19_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\200_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\201_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\202_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\203_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\204_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\205_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\206_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\207_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\208_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\209_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\20_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\210_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\211_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\212_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\213_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\214_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\215_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\216_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\217_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\218_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\219_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\21_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\220_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\221_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\222_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\223_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\224_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\225_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\226_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\227_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\228_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\229_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\22_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\230_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\231_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\232_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\233_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\234_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\235_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\236_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\237_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\238_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\239_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\23_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\240_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\241_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\242_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\243_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\244_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\245_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\246_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\247_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\248_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\249_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\24_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\250_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\251_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\252_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\25_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\26_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\27_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\28_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\29_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\30_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\31_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\32_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\33_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\34_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\35_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\36_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\37_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\38_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\39_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\40_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\41_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\42_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\43_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\44_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\45_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\46_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\47_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\48_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\49_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\50_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\51_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\52_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\53_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\54_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\55_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\56_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\57_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\58_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\59_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\60_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\61_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\62_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\63_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\64_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\65_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\66_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\67_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\68_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\69_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\70_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\71_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\72_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\73_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\74_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\75_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\76_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\77_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\78_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\79_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\80_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\81_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\82_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\83_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\84_ps.wav,ps
./kaggle/input\Dataset\Pleasent_surprised\85_ps.wav,ps
